"title","authors","date_document","celex","Full_OJ","manif_pdf","manif_html"
"Council Decision (CFSP) 2015/1764 of 1 October 2015 amending Decision 2014/512/CFSP concerning restrictive measures in view of Russia's actions destabilising the situation in Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2015-10-01,"32015D1764","http://publications.europa.eu/resource/cellar/b983ee9a-68c7-11e5-9317-01aa75ed71a1","http://publications.europa.eu/resource/cellar/fff1bae9-68cb-11e5-9317-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/fff1bae9-68cb-11e5-9317-01aa75ed71a1.0006.03"
"Council Implementing Regulation (EU) 2015/1514 of 14 September 2015 implementing Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2015-09-14,"32015R1514","http://publications.europa.eu/resource/cellar/d098b34c-5b69-11e5-afbf-01aa75ed71a1","http://publications.europa.eu/resource/cellar/bf5f68d3-5b6a-11e5-afbf-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/bf5f68d3-5b6a-11e5-afbf-01aa75ed71a1.0006.03"
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2015-07-09,"32014R0833R(04)","http://publications.europa.eu/resource/cellar/cafa47f5-2605-11e5-a342-01aa75ed71a1",,
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2015-03-26,"32014D0145R(05)","http://publications.europa.eu/resource/cellar/85d20012-d389-11e4-9de8-01aa75ed71a1",,
"Council Implementing Regulation (EU) 2015/427 of 13 March 2015 implementing Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2015-03-13,"32015R0427","http://publications.europa.eu/resource/cellar/07ee421d-ca1b-11e4-ab4d-01aa75ed71a1","http://publications.europa.eu/resource/cellar/5650abe3-ca1c-11e4-ab4d-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/5650abe3-ca1c-11e4-ab4d-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2015/432 of 13 March 2015 amending Decision 2014/145/CFSP concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2015-03-13,"32015D0432","http://publications.europa.eu/resource/cellar/07ee421d-ca1b-11e4-ab4d-01aa75ed71a1","http://publications.europa.eu/resource/cellar/338659ff-ca1e-11e4-ab4d-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/338659ff-ca1e-11e4-ab4d-01aa75ed71a1.0006.03"
"Council Implementing Regulation (EU) 2015/357 of 5 March 2015 implementing Regulation (EU) No 208/2014 concerning restrictive measures directed against certain persons, entities and bodies in view of the situation in Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2015-03-05,"32015R0357","http://publications.europa.eu/resource/cellar/2d44254f-c3cd-11e4-bbe1-01aa75ed71a1","http://publications.europa.eu/resource/cellar/49b75c1c-c3ce-11e4-bbe1-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/49b75c1c-c3ce-11e4-bbe1-01aa75ed71a1.0006.03"
"Council Implementing Regulation (EU) 2015/240 of 9 February 2015 implementing Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2015-02-09,"32015R0240","http://publications.europa.eu/resource/cellar/1f96fb5d-b5af-11e4-b5b2-01aa75ed71a1","http://publications.europa.eu/resource/cellar/d70507f1-b5b0-11e4-b5b2-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/d70507f1-b5b0-11e4-b5b2-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2015/241 of 9 February 2015 amending Decision 2014/145/CFSP concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2015-02-09,"32015D0241","http://publications.europa.eu/resource/cellar/1f96fb5d-b5af-11e4-b5b2-01aa75ed71a1","http://publications.europa.eu/resource/cellar/32210172-b5b1-11e4-b5b2-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/32210172-b5b1-11e4-b5b2-01aa75ed71a1.0006.03"
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2015-01-22,"32014D0512R(03)","http://publications.europa.eu/resource/cellar/80098469-a209-11e4-872e-01aa75ed71a1",,
"Council Decision 2014/933/CFSP of 18 December 2014 amending Decision 2014/386/CFSP concerning restrictive measures in response to the illegal annexation of Crimea and Sevastopol","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2014-12-18,"32014D0933","http://publications.europa.eu/resource/cellar/0255504a-874b-11e4-b8a5-01aa75ed71a1","http://publications.europa.eu/resource/cellar/507cd101-8753-11e4-b8a5-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/507cd101-8753-11e4-b8a5-01aa75ed71a1.0006.03"
"Council Regulation (EU) No 1351/2014 of 18 December 2014 amending Regulation (EU) No 692/2014 concerning restrictive measures in response to the illegal annexation of Crimea and Sevastopol","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2014-12-18,"32014R1351","http://publications.europa.eu/resource/cellar/0255504a-874b-11e4-b8a5-01aa75ed71a1","http://publications.europa.eu/resource/cellar/dd15ea5d-874d-11e4-b8a5-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/dd15ea5d-874d-11e4-b8a5-01aa75ed71a1.0006.03"
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2014-12-06,"32014R0208R(04)","http://publications.europa.eu/resource/cellar/f2269425-7d1f-11e4-97c9-01aa75ed71a1",,
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2014-12-06,"32014D0119R(02)","http://publications.europa.eu/resource/cellar/f2269425-7d1f-11e4-97c9-01aa75ed71a1",,
"Council Regulation (EU) No 1290/2014 of 4 December 2014 amending Regulation (EU) No 833/2014 concerning restrictive measures in view of Russia's actions destabilising the situation in Ukraine, and amending Regulation (EU) No 960/2014 amending Regulation (EU) No 833/2014","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2014-12-04,"32014R1290","http://publications.europa.eu/resource/cellar/1d04b81e-7c4a-11e4-97c9-01aa75ed71a1","http://publications.europa.eu/resource/cellar/70f2a954-7c4b-11e4-97c9-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/70f2a954-7c4b-11e4-97c9-01aa75ed71a1.0006.03"
"Council Decision 2014/872/CFSP of 4 December 2014 amending Decision 2014/512/CFSP concerning restrictive measures in view of Russia's actions destabilising the situation in Ukraine, and Decision 2014/659/CFSP amending Decision 2014/512/CFSP","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2014-12-04,"32014D0872","http://publications.europa.eu/resource/cellar/1d04b81e-7c4a-11e4-97c9-01aa75ed71a1","http://publications.europa.eu/resource/cellar/15f20344-7c4f-11e4-97c9-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/15f20344-7c4f-11e4-97c9-01aa75ed71a1.0006.03"
"Council Implementing Regulation (EU) No 1270/2014 of 28 November 2014 implementing Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2014-11-28,"32014R1270","http://publications.europa.eu/resource/cellar/4d6c76ef-793c-11e4-a98d-01aa75ed71a1","http://publications.europa.eu/resource/cellar/6258bfa6-7bc3-11e4-97c9-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/6258bfa6-7bc3-11e4-97c9-01aa75ed71a1.0006.03"
"Council Decision 2014/855/CFSP of 28 November 2014 amending Decision 2014/145/CFSP concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2014-11-28,"32014D0855","http://publications.europa.eu/resource/cellar/4d6c76ef-793c-11e4-a98d-01aa75ed71a1","http://publications.europa.eu/resource/cellar/392d3d42-7bc4-11e4-97c9-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/392d3d42-7bc4-11e4-97c9-01aa75ed71a1.0006.03"
"Council Implementing Regulation (EU) No 1225/2014 of 17 November 2014 implementing Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2014-11-17,"32014R1225","http://publications.europa.eu/resource/cellar/4b765eb4-6efc-11e4-9680-01aa75ed71a1","http://publications.europa.eu/resource/cellar/296c6c06-6efd-11e4-9680-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/296c6c06-6efd-11e4-9680-01aa75ed71a1.0006.03"
"Council Decision 2014/801/CFSP of 17 November 2014 amending Decision 2014/145/CFSP concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2014-11-17,"32014D0801","http://publications.europa.eu/resource/cellar/4b765eb4-6efc-11e4-9680-01aa75ed71a1","http://publications.europa.eu/resource/cellar/f2a3b1a0-6efe-11e4-9680-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/f2a3b1a0-6efe-11e4-9680-01aa75ed71a1.0006.03"
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2014-10-24,"32014R0208R(02)R(01)","http://publications.europa.eu/resource/cellar/a87b8c6c-5b39-11e4-8ccf-01aa75ed71a1",,
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2014-10-10,"32014R0269R(02)","http://publications.europa.eu/resource/cellar/61f240dc-5041-11e4-a0cb-01aa75ed71a1",,
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2014-10-10,"32014R0208R(03)","http://publications.europa.eu/resource/cellar/61f240dc-5041-11e4-a0cb-01aa75ed71a1",,
"Council Regulation (EU) No 959/2014 of 8 September 2014 amending Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2014-09-08,"32014R0959","http://publications.europa.eu/resource/cellar/c59d16a3-3a3d-11e4-8c3c-01aa75ed71a1","http://publications.europa.eu/resource/cellar/efdb7dc5-3a3e-11e4-8c3c-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/efdb7dc5-3a3e-11e4-8c3c-01aa75ed71a1.0006.03"
"Council Regulation (EU) No 960/2014 of 8 September 2014 amending Regulation (EU) No 833/2014 concerning restrictive measures in view of Russia's actions destabilising the situation in Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2014-09-08,"32014R0960","http://publications.europa.eu/resource/cellar/c59d16a3-3a3d-11e4-8c3c-01aa75ed71a1","http://publications.europa.eu/resource/cellar/39a2aaf6-3a3f-11e4-8c3c-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/39a2aaf6-3a3f-11e4-8c3c-01aa75ed71a1.0006.03"
"Council Implementing Regulation (EU) No 961/2014 of 8 September 2014 implementing Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2014-09-08,"32014R0961","http://publications.europa.eu/resource/cellar/c59d16a3-3a3d-11e4-8c3c-01aa75ed71a1","http://publications.europa.eu/resource/cellar/84b1e887-3a3f-11e4-8c3c-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/84b1e887-3a3f-11e4-8c3c-01aa75ed71a1.0006.03"
"Council Decision 2014/658/CFSP of 8 September 2014 amending Decision 2014/145/CFSP concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2014-09-08,"32014D0658","http://publications.europa.eu/resource/cellar/c59d16a3-3a3d-11e4-8c3c-01aa75ed71a1","http://publications.europa.eu/resource/cellar/378cb15c-3a41-11e4-8c3c-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/378cb15c-3a41-11e4-8c3c-01aa75ed71a1.0006.03"
"Council Decision 2014/659/CFSP of 8 September 2014 amending Decision 2014/512/CFSP concerning restrictive measures in view of Russia's actions destabilising the situation in Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2014-09-08,"32014D0659","http://publications.europa.eu/resource/cellar/c59d16a3-3a3d-11e4-8c3c-01aa75ed71a1","http://publications.europa.eu/resource/cellar/71e648cd-3a41-11e4-8c3c-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/71e648cd-3a41-11e4-8c3c-01aa75ed71a1.0006.03"
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2014-09-03,"32014D0145R(04)","http://publications.europa.eu/resource/cellar/f5a4da4d-3341-11e4-8c3c-01aa75ed71a1",,
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2014-09-03,"32014D0512R(02)","http://publications.europa.eu/resource/cellar/f5a4da4d-3341-11e4-8c3c-01aa75ed71a1",,
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2014-09-03,"32014R0833R(03)","http://publications.europa.eu/resource/cellar/f5a4da4d-3341-11e4-8c3c-01aa75ed71a1",,
"Corrigendum to Council Regulation (EU) No 833/2014 of 31 July 2014 concerning restrictive measures in view of Russia's actions destabilising the situation in Ukraine ( OJ L 229, 31.7.2014 )","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2014-08-21,"32014R0833R(02)","http://publications.europa.eu/resource/cellar/b1f38fdd-2902-11e4-8c3c-01aa75ed71a1","http://publications.europa.eu/resource/cellar/eca00cd2-2903-11e4-8c3c-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/eca00cd2-2903-11e4-8c3c-01aa75ed71a1.0006.03"
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2014-08-08,"32014D0512R(01)","http://publications.europa.eu/resource/cellar/8a4f8a39-1ec0-11e4-8c3c-01aa75ed71a1",,
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2014-08-07,"32014R0833R(01)","http://publications.europa.eu/resource/cellar/52fbf90c-1df7-11e4-8c3c-01aa75ed71a1",,
"Council Decision 2014/512/CFSP of 31 July 2014 concerning restrictive measures in view of Russia's actions destabilising the situation in Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2014-07-31,"32014D0512","http://publications.europa.eu/resource/cellar/de0b3a68-18c1-11e4-933d-01aa75ed71a1","http://publications.europa.eu/resource/cellar/9ea0fc6c-18c2-11e4-933d-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/9ea0fc6c-18c2-11e4-933d-01aa75ed71a1.0006.03"
